1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
FI,NL							8	1	13									3	4	4	8	7	5	13	10	15	18	35	20	9	7	9	21	2	9	3	11	1	11		12	1
FI,NL,PT												2																														
FI,NL,SA																																5										
FI,NL,SI,US																																				5						
FI,NL,TH																							3																			
FI,NL,US											19																						9									
FI,NO																									8																	2
FI,PK,PL,RU,TN																																										1
FI,PL																																										
FI,PL,PT																													3													
FI,PL,PT,RU																								8																		
FI,PL,SE																																	1									
FI,PL,SE,UA																																2										
FI,PL,SI,UA																																							4			
FI,PL,SK									1																		1	3														
FI,PL,UA																											4			13		6	2	5			9					
FI,PT																					16			8	14	22	12			6	14		2									
FI,PT,RU																				20	17	5	9	9	23	28	4	13	2	23	14	9	5	10		4						8
FI,PT,SA																																					11					
FI,PT,SE																																						2				
FI,PT,null																												24														
FI,RS																																5										
FI,RU												4			12	1		1			3	5	5	17	1	32	2	15	20	45	45	89	95	20	57	93	49	22	93	6	15	
FI,RU,SE																					1	5								1												
FI,RU,SI																												2														
FI,RU,TW																												23	19		4	9		56	8	8		27	23			
FI,RU,ZA																																									12	
FI,SA																																						1	6			
FI,SE				2															1				1	3				4		4			28			8						
FI,SE,US																																					3	1		23		
FI,SE,US,ZA																																7										
FI,SE,ZA																																8				3						
FI,SI																																										4
FI,SI,UA																																					2					
FI,SK																						8																				
FI,TH																											4															
FI,TN																																							2			3
FI,TW																																10					14	3				3
FI,UA																												1											8			
FI,US										2												2		10					3	24	2			5	12	24	8	8		8	14	13
FI,ZA																																								14	7	6
FI,null										1									1											4												
FJ					3																													8	5		2					
FJ,IN																								48				4		5												
FJ,NZ											2		13																													
FR	654	463	536	425	544	519	741	409	548	500	379	439	462	342	648	1270	1184	1261	1217	1265	1391	1768	1851	1584	1758	1907	2135	1669	1896	1878	1704	1554	1935	1773	1359	1165	1193	1121	941	1146	1095	753
FR,GA																			7												3				10							
FR,GB	14	3	15	1	11	12	42	27	2	2	11	2	2	2	16	28	36	19	58	53	57	74	86	63	70	110	85	70	80	44	140	128	86	84	77	79	80	75	60	33	48	63
FR,GB,GR																												6									1					
FR,GB,GR,PL																														4												
FR,GB,GR,US																											2		18													
FR,GB,HR,PT,ZA																															1											
FR,GB,HU																										15																
FR,GB,IE									6																											5						
FR,GB,IE,US																																								1		4
FR,GB,IL,PT																																8										
FR,GB,IN																											2	3		6			1									
FR,GB,IN,SG																												11														
FR,GB,IT																	13								13	4			1	7	15		6	6	3			2	11		2	
FR,GB,IT,PL																																					6					
FR,GB,JP															1				2				2	1								15										
FR,GB,LB																																							1			
FR,GB,MD																							2																			
FR,GB,MX																											13															
FR,GB,NL																								1						23					3							
FR,GB,NO,SA																																1										
FR,GB,PL							3																1							12								2				2
FR,GB,PL,US																																				2	2			14		
FR,GB,PT													21													1																
FR,GB,PT,RO																																								3		
FR,GB,RO																													5				1									6
FR,GB,RU																							1	1									20			22						
FR,GB,SE																				13																						
FR,GB,SG																																		4								
FR,GB,TR																																			4							
FR,GB,US												20	5										9		6			4		7					25			1				4
